externalReference;ownerName;fullWidth_mm;fullHeight_mm;requiredLength;tolerance;quantity;leftCount;rightCount;requiredColorName;materialBarCode;relevantDim;isMeasurementNeeded;dueDate;typeCode;subtypeCode;attributes;surface
"279";"Hal-Kov";1210;3880;1180;;1;1;0;"RAL 8002";NP-T;Width;false;2026-09-15;NP;CIP;meghajtas=motoros;SM
"279";"Hal-Kov";1210;3880;1205;;1;1;0;"RAL 8002";NP-TF;Width;false;2026-09-15;NP;CIP;meghajtas=motoros;SM
"279";"Hal-Kov";1210;3880;1087;;1;1;0;"RAL 8002";NP-CZ;Width;false;2026-09-15;NP;CIP;meghajtas=motoros;SM
"279";"Hal-Kov";1210;3880;3777;;1;1;0;"RAL 8002";NP-CL2+CLT2+CLB2;Width;false;2026-09-15;NP;CIP;meghajtas=motoros;SM
"279";"Hal-Kov";1210;3880;1099;;1;1;0;"RAL 8002";NP-ROLL70-5000;Width;false;2026-09-15;NP;CIP;meghajtas=motoros;SM
"279";"Hal-Kov";1210;3880;1035;;1;1;0;"RAL 8002";NP-BAR22-3000;Width;false;2026-09-15;NP;CIP;meghajtas=motoros;SM
"274";"Porta Finestra, Miskolc";2640;2390;2610;;3;0;0;"RAL 7038";NP-T;Width;false;2026-09-14;NP;CIP;meghajtas=motoros;SM
"274";"Porta Finestra, Miskolc";2640;2390;2635;;3;0;0;"RAL 7038";NP-TF;Width;false;2026-09-14;NP;CIP;meghajtas=motoros;SM
"274";"Porta Finestra, Miskolc";2640;2390;2517;;3;0;0;"RAL 7038";NP-CZ;Width;false;2026-09-14;NP;CIP;meghajtas=motoros;SM
"274";"Porta Finestra, Miskolc";2640;2390;2287;;3;0;0;"RAL 7038";NP-CL2+CLT2+CLB2;Width;false;2026-09-14;NP;CIP;meghajtas=motoros;SM
"274";"Porta Finestra, Miskolc";2640;2390;2529;;3;0;0;"RAL 7038";NP-ROLL70-5000;Width;false;2026-09-14;NP;CIP;meghajtas=motoros;SM
"274";"Porta Finestra, Miskolc";2640;2390;2465;;3;0;0;"RAL 7038";NP-BAR22-3000;Width;false;2026-09-14;NP;CIP;meghajtas=motoros;SM
