externalReference;ownerName;fullWidth_mm;fullHeight_mm;requiredLength;tolerance;quantity;leftCount;rightCount;requiredColorName;materialBarCode;relevantDim;isMeasurementNeeded;dueDate;typeCode;subtypeCode
"1887";"Szoat Bt., Nyh.";0;0;2165;;1;0;1;"RAL 8014";NP-BAR22-4000;Width;false;2026-07-08;NP;CIP
"1888";"Szoat Bt., Nyh.";0;0;2175;;1;0;1;"RAL 8014";NP-BAR22-4000;Width;false;2026-07-08;NP;CIP
"1889";"Szoat Bt., Nyh.";0;0;2245;;1;0;1;"RAL 8014";NP-BAR22-4000;Width;false;2026-07-08;NP;CIP
"1890";"Szoat Bt., Nyh.";0;0;2185;;1;0;1;"RAL 8014";NP-BAR22-4000;Width;false;2026-07-08;NP;CIP
"1891";"Szoat Bt., Nyh.";0;0;2340;;1;0;1;"RAL 8014";NP-T;Width;false;2026-07-08;NP;CIP
"1891";"Szoat Bt., Nyh.";0;0;2365;;1;0;1;"RAL 8014";NP-TF;Width;false;2026-07-08;NP;CIP
"1891";"Szoat Bt., Nyh.";0;0;2007;;1;0;1;"RAL 8014";NP-CL;Width;false;2026-07-08;NP;CIP
"1891";"Szoat Bt., Nyh.";0;0;2247;;1;0;1;"RAL 8014";NP-CZ;Width;false;2026-07-08;NP;CIP
"1891";"Szoat Bt., Nyh.";0;0;2195;;1;0;1;"RAL 8014";NP-BAR22-4000;Width;false;2026-07-08;NP;CIP
"1234";"TesztElek";0;0;1234;;1;0;0;"RAL 7016";NP-ROLL70-5000;Width;false;2026-07-06;NP;CIP
"1234";"TesztElek";0;0;1200;;1;0;1;"RAL 7016";NP-TF-7016;Width;false;2026-07-06;NP;CIP
"1234";"TesztElek";0;0;1000;;1;0;1;"RAL 7016";NP-CZ-7016;Width;false;2026-07-06;NP;CIP
"1234";"TesztElek";0;0;1230;;1;0;1;"RAL 7016";NP-T-7016;Width;false;2026-07-06;NP;CIP
"1234";"TesztElek";0;0;2500;;1;0;1;"RAL 7016";NP-CL-7016;Width;false;2026-07-06;NP;CIP
"1235";"TesztElek";0;0;1500;;1;0;1;"RAL 7016";NP-TF-7016;Width;false;2026-07-06;NP;CIP
"1235";"TesztElek";0;0;1254;;1;0;1;"RAL 7016";NP-CZ-7016;Width;false;2026-07-06;NP;CIP
"1236";"TesztElek";0;0;1141;;1;0;0;"RAL 7016";NP-CL;Width;false;2026-07-06;NP;CIP
"1236";"TesztElek";0;0;1234;;1;0;1;"RAL 7016";NP-CL;Width;false;2026-07-06;NP;CIP
