externalReference;ownerName;fullWidth_mm;fullHeight_mm;requiredLength;tolerance;quantity;leftCount;rightCount;requiredColorName;materialBarCode;relevantDim;isMeasurementNeeded;dueDate;typeCode;subtypeCode;attributes
"88";"Vertex, Miskolc";2600;2880;2777;;1;1;0;"RAL 7035";NP-CLT;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"88";"Vertex, Miskolc";2600;2880;2485;;1;1;0;"RAL 7035";NP-ROLL70-6000;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"88";"Vertex, Miskolc";2600;2880;2435;;1;1;0;"RAL 7035";NP-BAR22-3000;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"89";"Vertex, Miskolc";2610;2880;2580;;1;0;1;"RAL 7035";NP-T;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"89";"Vertex, Miskolc";2610;2880;2605;;1;0;1;"RAL 7035";NP-TF;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"89";"Vertex, Miskolc";2610;2880;2487;;1;0;1;"RAL 7035";NP-CZ;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"89";"Vertex, Miskolc";2610;2880;2777;;1;0;1;"RAL 7035";NP-CL;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"89";"Vertex, Miskolc";2610;2880;2777;;1;0;1;"RAL 7035";NP-CLB;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"89";"Vertex, Miskolc";2610;2880;2777;;1;0;1;"RAL 7035";NP-CLT;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"89";"Vertex, Miskolc";2610;2880;2495;;1;0;1;"RAL 7035";NP-ROLL70-6000;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"89";"Vertex, Miskolc";2610;2880;2445;;1;0;1;"RAL 7035";NP-BAR22-3000;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"90";"Vertex, Miskolc";2610;2880;2580;;1;0;1;"RAL 7035";NP-T;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"90";"Vertex, Miskolc";2610;2880;2605;;1;0;1;"RAL 7035";NP-TF;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"90";"Vertex, Miskolc";2610;2880;2487;;1;0;1;"RAL 7035";NP-CZ;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"90";"Vertex, Miskolc";2610;2880;2777;;1;0;1;"RAL 7035";NP-CL;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"90";"Vertex, Miskolc";2610;2880;2777;;1;0;1;"RAL 7035";NP-CLB;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"90";"Vertex, Miskolc";2610;2880;2777;;1;0;1;"RAL 7035";NP-CLT;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"90";"Vertex, Miskolc";2610;2880;2495;;1;0;1;"RAL 7035";NP-ROLL70-6000;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"90";"Vertex, Miskolc";2610;2880;2445;;1;0;1;"RAL 7035";NP-BAR22-3000;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"91";"Vertex, Miskolc";2610;2870;2580;;1;1;0;"RAL 7035";NP-T;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"91";"Vertex, Miskolc";2610;2870;2605;;1;1;0;"RAL 7035";NP-TF;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"91";"Vertex, Miskolc";2610;2870;2487;;1;1;0;"RAL 7035";NP-CZ;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"91";"Vertex, Miskolc";2610;2870;2767;;1;1;0;"RAL 7035";NP-CL;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"91";"Vertex, Miskolc";2610;2870;2767;;1;1;0;"RAL 7035";NP-CLB;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"91";"Vertex, Miskolc";2610;2870;2767;;1;1;0;"RAL 7035";NP-CLT;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"91";"Vertex, Miskolc";2610;2870;2495;;1;1;0;"RAL 7035";NP-ROLL70-6000;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"91";"Vertex, Miskolc";2610;2870;2445;;1;1;0;"RAL 7035";NP-BAR22-3000;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"92";"Vertex, Miskolc";2610;2870;2580;;1;1;0;"RAL 7035";NP-T;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"92";"Vertex, Miskolc";2610;2870;2605;;1;1;0;"RAL 7035";NP-TF;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"92";"Vertex, Miskolc";2610;2870;2487;;1;1;0;"RAL 7035";NP-CZ;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"92";"Vertex, Miskolc";2610;2870;2767;;1;1;0;"RAL 7035";NP-CL;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"92";"Vertex, Miskolc";2610;2870;2767;;1;1;0;"RAL 7035";NP-CLB;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"92";"Vertex, Miskolc";2610;2870;2767;;1;1;0;"RAL 7035";NP-CLT;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"92";"Vertex, Miskolc";2610;2870;2495;;1;1;0;"RAL 7035";NP-ROLL70-6000;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"92";"Vertex, Miskolc";2610;2870;2445;;1;1;0;"RAL 7035";NP-BAR22-3000;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"93";"Vertex, Miskolc";2620;2880;2590;;1;1;0;"RAL 7035";NP-T;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"93";"Vertex, Miskolc";2620;2880;2615;;1;1;0;"RAL 7035";NP-TF;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"93";"Vertex, Miskolc";2620;2880;2497;;1;1;0;"RAL 7035";NP-CZ;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"93";"Vertex, Miskolc";2620;2880;2777;;1;1;0;"RAL 7035";NP-CL;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"93";"Vertex, Miskolc";2620;2880;2777;;1;1;0;"RAL 7035";NP-CLB;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"93";"Vertex, Miskolc";2620;2880;2777;;1;1;0;"RAL 7035";NP-CLT;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"93";"Vertex, Miskolc";2620;2880;2505;;1;1;0;"RAL 7035";NP-ROLL70-6000;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"93";"Vertex, Miskolc";2620;2880;2455;;1;1;0;"RAL 7035";NP-BAR22-3000;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"96";"Vertex, Miskolc";1340;2370;1310;;1;1;0;"RAL 7035";NP-T;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"96";"Vertex, Miskolc";1340;2370;1335;;1;1;0;"RAL 7035";NP-TF;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"96";"Vertex, Miskolc";1340;2370;1217;;1;1;0;"RAL 7035";NP-CZ;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"96";"Vertex, Miskolc";1340;2370;2267;;1;1;0;"RAL 7035";NP-CL;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"96";"Vertex, Miskolc";1340;2370;2267;;1;1;0;"RAL 7035";NP-CLB;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"96";"Vertex, Miskolc";1340;2370;2267;;1;1;0;"RAL 7035";NP-CLT;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"96";"Vertex, Miskolc";1340;2370;1225;;1;1;0;"RAL 7035";NP-ROLL70-6000;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"96";"Vertex, Miskolc";1340;2370;1175;;1;1;0;"RAL 7035";NP-BAR22-3000;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"97";"Vertex, Miskolc";2580;2370;2550;;1;1;0;"RAL 7035";NP-T;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"97";"Vertex, Miskolc";2580;2370;2575;;1;1;0;"RAL 7035";NP-TF;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"97";"Vertex, Miskolc";2580;2370;2457;;1;1;0;"RAL 7035";NP-CZ;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"97";"Vertex, Miskolc";2580;2370;2267;;1;1;0;"RAL 7035";NP-CL;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"97";"Vertex, Miskolc";2580;2370;2267;;1;1;0;"RAL 7035";NP-CLB;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"97";"Vertex, Miskolc";2580;2370;2267;;1;1;0;"RAL 7035";NP-CLT;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"97";"Vertex, Miskolc";2580;2370;2465;;1;1;0;"RAL 7035";NP-ROLL70-6000;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"97";"Vertex, Miskolc";2580;2370;2415;;1;1;0;"RAL 7035";NP-BAR22-3000;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"98";"Vertex, Miskolc";1350;2370;1320;;1;1;0;"RAL 7035";NP-T;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"98";"Vertex, Miskolc";1350;2370;1345;;1;1;0;"RAL 7035";NP-TF;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"98";"Vertex, Miskolc";1350;2370;1227;;1;1;0;"RAL 7035";NP-CZ;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"98";"Vertex, Miskolc";1350;2370;2267;;1;1;0;"RAL 7035";NP-CL;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"98";"Vertex, Miskolc";1350;2370;2267;;1;1;0;"RAL 7035";NP-CLB;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"98";"Vertex, Miskolc";1350;2370;2267;;1;1;0;"RAL 7035";NP-CLT;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"98";"Vertex, Miskolc";1350;2370;1235;;1;1;0;"RAL 7035";NP-ROLL70-6000;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"98";"Vertex, Miskolc";1350;2370;1185;;1;1;0;"RAL 7035";NP-BAR22-3000;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"99";"Vertex, Miskolc";2260;2120;2230;;1;0;1;"RAL 7035";NP-T;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"99";"Vertex, Miskolc";2260;2120;2255;;1;0;1;"RAL 7035";NP-TF;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"99";"Vertex, Miskolc";2260;2120;2137;;1;0;1;"RAL 7035";NP-CZ;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"99";"Vertex, Miskolc";2260;2120;2017;;1;0;1;"RAL 7035";NP-CL;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"99";"Vertex, Miskolc";2260;2120;2017;;1;0;1;"RAL 7035";NP-CLB;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"99";"Vertex, Miskolc";2260;2120;2017;;1;0;1;"RAL 7035";NP-CLT;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"99";"Vertex, Miskolc";2260;2120;2145;;1;0;1;"RAL 7035";NP-ROLL70-6000;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"99";"Vertex, Miskolc";2260;2120;2095;;1;0;1;"RAL 7035";NP-BAR22-3000;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
